Date,Open,High,Low,Close,Adj Close,Volume
2021-01-13,1073.0,1075.0,1047.5999755859375,1058.0,981.1232299804688,3296060
2021-01-14,1060.97998046875,1065.5999755859375,1053.0,1061.780029296875,984.6285400390625,2674860
2021-01-15,1063.0,1063.0,1039.1199951171875,1042.56005859375,966.8051147460938,2577605
2021-01-18,1046.199951171875,1047.5899658203125,1007.0,1010.4199829101562,937.00048828125,4412055
2021-01-19,1017.5999755859375,1020.989990234375,1007.3099975585938,1017.780029296875,943.8258056640625,3990495
2021-01-20,1020.4600219726562,1031.949951171875,1013.010009765625,1016.1300048828125,942.2955932617188,3398145
2021-01-21,1022.0,1027.5999755859375,1006.780029296875,1010.4400024414062,937.0191040039062,2906620
2021-01-22,1009.75,1021.0700073242188,997.0,1007.3800048828125,934.1814575195312,3815610
2021-01-25,1008.4000244140625,1025.6800537109375,992.0,1016.47998046875,942.6201782226562,3588895
2021-01-27,1010.47998046875,1010.47998046875,966.5599975585938,981.8599853515625,910.5157470703125,5261980
2021-01-28,969.0,980.7899780273438,955.4000244140625,974.3599853515625,903.5606689453125,5165470
2021-01-29,978.0,983.0,910.0,920.5399780273438,853.6514282226562,14820975
2021-02-01,912.010009765625,915.530029296875,878.6099853515625,885.6300048828125,821.2780151367188,12951700
2021-02-02,893.7999877929688,905.5999755859375,876.2000122070312,896.5,831.3582763671875,18375530
2021-02-03,915.7899780273438,952.3200073242188,908.489990234375,929.9099731445312,862.340576171875,17227025
2021-02-04,938.5999755859375,941.2000122070312,924.4199829101562,933.5900268554688,865.7532348632812,6508800
2021-02-05,937.0,966.0,925.1300048828125,960.1799926757812,890.4110717773438,12038405
2021-02-08,973.0,981.989990234375,965.0,971.9600219726562,901.3350830078125,10792890
2021-02-09,970.0,979.1400146484375,961.0,968.8200073242188,898.4232788085938,6233845
2021-02-10,969.0,976.8200073242188,952.2000122070312,964.8099975585938,894.7046508789062,5767115
2021-02-11,964.2000122070312,972.0,962.0,965.010009765625,894.8900756835938,3557750
2021-02-12,971.9600219726562,971.9600219726562,957.0,958.4000244140625,888.7603759765625,2504510
2021-02-15,958.4000244140625,966.7100219726562,940.010009765625,941.969970703125,873.5242919921875,4923205
2021-02-16,945.7999877929688,952.3200073242188,934.0,939.3200073242188,871.0667724609375,4064700
2021-02-17,939.3200073242188,941.989990234375,916.0,920.1099853515625,853.2526245117188,5106775
2021-02-18,921.4000244140625,932.77001953125,912.0,923.3900146484375,856.2943115234375,5147530
2021-02-19,920.4000244140625,945.5999755859375,906.0,936.2899780273438,868.2569580078125,6392670
2021-02-22,941.5999755859375,945.3900146484375,888.6300048828125,893.8499755859375,828.9006958007812,6976565
2021-02-23,899.5999755859375,906.8599853515625,884.0999755859375,899.030029296875,833.7044067382812,5317090
2021-02-24,899.030029296875,904.75,875.4000244140625,887.1099853515625,822.6505126953125,3677930
2021-02-25,884.22998046875,918.0,884.22998046875,896.030029296875,830.9224243164062,8531875
2021-02-26,892.0,911.719970703125,881.0,885.3099975585938,820.9812622070312,7534450
2021-03-01,889.0,895.5999755859375,880.0499877929688,890.6799926757812,825.9610595703125,3545365
2021-03-02,894.6799926757812,895.97998046875,878.030029296875,880.9400024414062,816.9288330078125,9188390
2021-03-03,893.0,903.1500244140625,885.2000122070312,900.510009765625,835.0768432617188,4253070
2021-03-04,896.4000244140625,916.6699829101562,888.7999877929688,915.010009765625,848.5232543945312,7364955
2021-03-05,910.0,912.0,896.7999877929688,898.5,833.212890625,4131845
2021-03-08,900.0,904.4000244140625,892.5999755859375,898.4500122070312,833.16650390625,2782080
2021-03-09,900.1900024414062,904.0,883.2999877929688,889.6599731445312,825.0151977539062,2715590
2021-03-10,899.2000122070312,903.969970703125,891.2100219726562,900.0800170898438,834.6781005859375,3149805
2021-03-12,904.0,905.989990234375,880.6199951171875,885.2999877929688,820.9719848632812,3439260
2021-03-15,892.0,892.4400024414062,857.0,868.4500122070312,805.3463745117188,4608715
2021-03-16,876.02001953125,893.3400268554688,873.0,889.9400024414062,825.27490234375,4678635
2021-03-17,889.9400024414062,893.0,868.8599853515625,871.1699829101562,807.8687133789062,4769865
2021-03-18,874.0,875.7000122070312,839.010009765625,842.5499877929688,781.3283081054688,6054535
2021-03-19,842.0,861.0700073242188,827.0,854.8900146484375,792.771728515625,7062075
2021-03-22,855.3800048828125,873.5900268554688,853.6500244140625,870.7899780273438,807.516357421875,4336515
2021-03-23,870.0,880.5999755859375,864.4199829101562,874.4500122070312,810.9105224609375,3326180
2021-03-24,870.0499877929688,883.7999877929688,866.27001953125,870.0999755859375,806.87646484375,3912020
2021-03-25,870.0,880.4299926757812,856.9500122070312,876.1099853515625,812.4497680664062,4707080
2021-03-26,884.0,884.5999755859375,869.5399780273438,881.2000122070312,817.169921875,3626590
2021-03-30,885.989990234375,905.489990234375,884.2100219726562,903.6400146484375,837.9793701171875,4331625
2021-03-31,902.0,909.3400268554688,896.2000122070312,903.2000122070312,837.5713500976562,3862550
2021-04-01,910.0,918.989990234375,904.4099731445312,917.530029296875,850.8601684570312,3238200
2021-04-05,912.0,916.7999877929688,884.780029296875,911.3200073242188,845.101318359375,3661290
2021-04-06,911.7999877929688,927.97998046875,908.4000244140625,923.8499755859375,856.7208862304688,3711470
2021-04-07,932.4600219726562,946.7999877929688,928.2000122070312,938.530029296875,870.334228515625,5568060
2021-04-08,938.5499877929688,951.2000122070312,932.239990234375,937.8099975585938,869.66650390625,3303175
2021-04-09,938.5800170898438,958.7999877929688,938.25,952.0599975585938,882.881103515625,6810735
2021-04-12,955.0,1024.0,939.0,999.3900146484375,926.77197265625,17568825
2021-04-13,1028.93994140625,1028.93994140625,950.219970703125,955.4600219726562,886.0340576171875,19686170
2021-04-15,968.5800170898438,975.010009765625,957.0,969.1099853515625,898.6921997070312,6934505
2021-04-16,972.760009765625,988.0,963.0399780273438,978.6500244140625,907.5390014648438,5990145
2021-04-19,978.5999755859375,1001.0,961.4099731445312,993.6199951171875,921.4212646484375,9219640
2021-04-20,1020.0,1042.1500244140625,1017.9000244140625,1031.3499755859375,956.4097290039062,17424880
2021-04-22,1035.989990234375,1058.0,1031.800048828125,1039.969970703125,964.4033203125,12120670
2021-04-23,1045.5999755859375,1053.22998046875,1006.02001953125,1013.3400268554688,939.7083740234375,11774495
2021-04-26,1025.0,1026.0,1006.0499877929688,1013.3400268554688,939.7083740234375,4752885
2021-04-27,1018.0999755859375,1023.2000122070312,1004.27001953125,1011.4500122070312,937.9556884765625,4789175
2021-04-28,1016.510009765625,1021.3800048828125,1006.0,1008.8900146484375,935.5817260742188,4219765
2021-04-29,1014.0499877929688,1028.800048828125,1008.4600219726562,1020.4600219726562,946.31103515625,5359655
2021-04-30,1028.0,1042.199951171875,1025.030029296875,1032.6199951171875,957.5874633789062,6534750
2021-05-03,1038.7900390625,1042.469970703125,1028.0,1037.18994140625,961.8253173828125,4689495
2021-05-04,1042.199951171875,1044.5799560546875,1010.8699951171875,1013.4500122070312,939.810302734375,3978090
2021-05-05,1022.0,1040.4000244140625,1014.0,1032.18994140625,957.1885986328125,5055995
2021-05-06,1033.0,1050.4000244140625,1026.0,1033.68994140625,958.57958984375,4891875
2021-05-07,1039.989990234375,1049.800048828125,1033.199951171875,1034.93994140625,959.73876953125,3924345
2021-05-10,1076.0,1077.989990234375,1054.4000244140625,1065.510009765625,988.0874633789062,11222420
2021-05-11,1065.0,1069.989990234375,1054.260009765625,1059.18994140625,982.2267456054688,4724450
2021-05-12,1063.5999755859375,1068.0,1055.0,1060.2900390625,983.246826171875,4400825
2021-05-14,1067.7099609375,1079.6800537109375,1032.0,1039.3699951171875,963.8468627929688,14885055
2021-05-17,1050.0,1052.0,1029.0,1050.06005859375,973.76025390625,6846935
2021-05-18,1058.050048828125,1060.97998046875,1042.0,1043.0899658203125,967.2966918945312,4550200
2021-05-19,1047.0,1052.800048828125,1041.2099609375,1047.56005859375,971.4418334960938,4594605
2021-05-20,1051.0,1057.199951171875,1045.0,1047.260009765625,971.16357421875,3879585
2021-05-21,1051.199951171875,1053.9000244140625,1039.260009765625,1043.2900390625,967.482177734375,3558170
2021-05-24,1047.199951171875,1059.800048828125,1045.3399658203125,1054.4300537109375,977.8126220703125,3532490
2021-05-25,1057.8800048828125,1064.0,1051.0,1062.239990234375,985.0552368164062,3478075
2021-05-26,1064.0,1067.0,1055.0,1057.0400390625,980.2330932617188,2537400
2021-05-27,1055.75,1056.780029296875,1046.030029296875,1053.77001953125,977.2006225585938,3891965
2021-05-28,1056.0,1056.0,1030.0,1038.9100341796875,963.4204711914062,4373725
2021-05-31,1043.4000244140625,1067.050048828125,1034.22998046875,1061.8299560546875,984.6749877929688,4338240
2021-06-01,1061.0,1067.800048828125,1053.06005859375,1063.300048828125,986.0382080078125,3736865
2021-06-02,1061.25,1070.800048828125,1056.5999755859375,1062.469970703125,985.2684326171875,2729755
2021-06-03,1062.0,1068.0,1053.4000244140625,1056.510009765625,979.741455078125,2833590
2021-06-04,1056.510009765625,1058.0,1048.4000244140625,1051.0,974.6319580078125,2007655
2021-06-07,1052.199951171875,1054.75,1042.5400390625,1043.8399658203125,967.9921264648438,1819835
2021-06-08,1044.0,1059.1800537109375,1030.02001953125,1054.949951171875,978.2947998046875,3663570
2021-06-09,1055.5799560546875,1062.0,1041.6099853515625,1044.56005859375,968.659912109375,2365525
2021-06-10,1046.5,1060.0,1046.5,1058.4100341796875,981.5034790039062,1836400
2021-06-11,1060.0,1097.97998046875,1057.7099609375,1090.5999755859375,1011.3544311523438,7277420
2021-06-14,1090.5999755859375,1103.0,1074.0,1092.27001953125,1012.9031982421875,4489710
2021-06-15,1095.0,1096.6099853515625,1080.4000244140625,1082.1700439453125,1003.5369873046875,2844075
2021-06-16,1082.0,1091.5999755859375,1068.06005859375,1081.219970703125,1002.656005859375,3492955
2021-06-17,1081.219970703125,1082.800048828125,1049.7099609375,1057.300048828125,980.47412109375,3536160
2021-06-18,1063.0,1069.0,1046.9599609375,1056.780029296875,979.991943359375,3487140
2021-06-21,1055.0,1060.0,1045.4000244140625,1056.4000244140625,979.6395263671875,2077445
2021-06-22,1057.0999755859375,1064.0,1050.0999755859375,1061.6700439453125,984.526611328125,2134275
2021-06-23,1064.4000244140625,1069.989990234375,1057.43994140625,1059.8699951171875,982.8573608398438,2055715
2021-06-24,1059.800048828125,1062.989990234375,1050.010009765625,1055.530029296875,978.832763671875,1830910
2021-06-25,1055.4000244140625,1067.199951171875,1053.4000244140625,1061.8599853515625,984.7028198242188,2320365
2021-06-28,1065.800048828125,1083.989990234375,1062.510009765625,1080.8499755859375,1002.3129272460938,2964815
2021-06-29,1082.199951171875,1090.989990234375,1076.0,1086.6199951171875,1007.6636352539062,2881305
2021-06-30,1087.800048828125,1093.760009765625,1081.0,1084.6099853515625,1005.7996826171875,2340440
2021-07-01,1085.199951171875,1116.0,1082.47998046875,1111.699951171875,1030.921142578125,4157750
2021-07-02,1116.0,1120.0,1102.300048828125,1115.1400146484375,1034.111328125,2858690
2021-07-05,1115.239990234375,1119.199951171875,1106.3900146484375,1107.5799560546875,1027.1005859375,1486705
2021-07-06,1107.9599609375,1112.239990234375,1102.800048828125,1107.8900146484375,1027.3880615234375,890540
2021-07-07,1105.800048828125,1122.9200439453125,1103.010009765625,1112.4200439453125,1031.5889892578125,2692540
2021-07-08,1108.0,1117.5999755859375,1089.9200439453125,1093.3499755859375,1013.9046020507812,2255835
2021-07-09,1089.5999755859375,1104.050048828125,1083.3900146484375,1092.06005859375,1036.4063720703125,2304980
2021-07-12,1099.97998046875,1100.0,1088.0,1098.8599853515625,1042.85986328125,913295
2021-07-13,1098.8599853515625,1106.800048828125,1085.800048828125,1087.4200439453125,1032.0028076171875,1852410
2021-07-14,1087.4200439453125,1091.780029296875,1073.5,1078.1700439453125,1023.2242431640625,2506775
2021-07-15,1082.0,1087.699951171875,1074.239990234375,1078.72998046875,1023.7556762695312,1518410
2021-07-16,1078.5999755859375,1090.0,1076.77001953125,1081.31005859375,1026.204345703125,2189520
2021-07-19,1079.5999755859375,1089.0,1076.4200439453125,1083.8699951171875,1028.6336669921875,1204290
2021-07-20,1087.199951171875,1087.199951171875,1064.52001953125,1068.81005859375,1014.3412475585938,1322140
2021-07-22,1078.800048828125,1078.800048828125,1065.31005859375,1076.9000244140625,1022.0189819335938,929240
2021-07-23,1076.300048828125,1086.4000244140625,1072.02001953125,1084.4300537109375,1029.165283203125,1533805
2021-07-26,1083.800048828125,1089.4000244140625,1079.9599609375,1082.25,1027.0963134765625,934695
2021-07-27,1087.5999755859375,1088.989990234375,956.0,968.6699829101562,919.3045654296875,29369105
2021-07-28,973.989990234375,974.969970703125,933.2999877929688,946.3499755859375,898.1220092773438,16190650
2021-07-29,950.0,953.0,932.0,934.530029296875,886.9044189453125,5434680
2021-07-30,937.0,961.0,935.52001953125,942.239990234375,894.2214965820312,6866000
2021-08-02,947.7999877929688,950.0999755859375,937.52001953125,940.3099975585938,892.3898315429688,3781730
2021-08-03,945.6799926757812,945.8900146484375,938.3400268554688,944.3400268554688,896.2144775390625,2991305
2021-08-04,945.1199951171875,962.0,945.1199951171875,953.760009765625,905.1544189453125,5520990
2021-08-05,958.7999877929688,961.7999877929688,948.4000244140625,956.4600219726562,907.716796875,2969750
2021-08-06,959.6799926757812,961.25,951.260009765625,957.260009765625,908.47607421875,1998185
2021-08-09,959.0,966.760009765625,951.8599853515625,963.7000122070312,914.587890625,2717725
2021-08-10,967.7999877929688,971.77001953125,946.7100219726562,953.9500122070312,905.334716796875,3083355
2021-08-11,953.0,953.3900146484375,938.0,948.969970703125,900.6085205078125,2633925
2021-08-12,949.8800048828125,950.6599731445312,938.0999755859375,943.280029296875,895.20849609375,3107090
2021-08-13,944.4199829101562,947.1599731445312,926.4000244140625,930.4400024414062,883.0228271484375,3969475
2021-08-16,928.0,937.3300170898438,921.7999877929688,932.22998046875,884.7215576171875,2096145
2021-08-17,933.0,943.8400268554688,932.22998046875,940.0999755859375,892.1905517578125,2130070
2021-08-18,940.0,951.010009765625,935.0,937.4099731445312,889.6375732421875,2768780
2021-08-20,931.97998046875,931.97998046875,901.5999755859375,911.2000122070312,864.7633666992188,4134540
2021-08-23,919.7999877929688,919.7999877929688,900.0,902.969970703125,856.9526977539062,2837575
2021-08-24,910.4000244140625,919.1400146484375,889.1400146484375,917.47998046875,870.7232055664062,3084680
2021-08-25,914.0,918.9199829101562,904.6699829101562,909.7899780273438,863.4251098632812,2220705
2021-08-26,909.7899780273438,910.97998046875,897.280029296875,900.7000122070312,854.7984008789062,2408595
2021-08-27,901.2000122070312,922.1599731445312,901.2000122070312,920.1099853515625,873.21923828125,2816975
2021-08-30,923.7999877929688,940.0,915.6099853515625,935.5700073242188,887.8914794921875,3141835
2021-08-31,935.5800170898438,944.3499755859375,930.0999755859375,940.8099975585938,892.8643188476562,3227635
2021-09-01,947.7999877929688,956.8900146484375,937.4000244140625,952.6900024414062,904.138916015625,2814755
2021-09-02,962.2000122070312,980.8800048828125,962.0,971.9400024414062,922.4078979492188,6299320
2021-09-03,975.239990234375,981.8499755859375,972.4600219726562,979.7100219726562,929.781982421875,2156575
2021-09-06,988.0,988.6599731445312,974.2899780273438,983.1900024414062,933.0845947265625,3080995
2021-09-07,983.0,985.1900024414062,971.1099853515625,979.489990234375,929.5731201171875,2101070
2021-09-08,983.0,988.0,972.260009765625,982.260009765625,932.2020263671875,2500145
2021-09-09,977.0,984.489990234375,975.4199829101562,982.4099731445312,932.3442993164062,1812055
2021-09-13,985.780029296875,989.4400024414062,974.6199951171875,986.280029296875,936.0171508789062,1493265
